Transaction_ID,Day_name,Brand,Units_Sold,Price_Per_Unit,Customer_Name,Customer_Age,City,Payment_Method,Customer_Ratings,Mobile_Model,Sales_Date
2188,Thursday,Apple,3,29089.13,Tariq Riaz,32,Gujrat,Bank Transfer,4,iPhone 12,6/22/2023
2189,Thursday,Samsung,7,37085.38,Mariam Akhtar,49,Islamabad,Cash,4,Galaxy Note 20,6/22/2023
2190,Thursday,Vivo,4,24817.79,Ibrahim Sheikh,38,Sukkur,Bank Transfer,4,Vivo Y51,6/22/2023
2191,Thursday,Vivo,3,57393.14,Rashid Paracha,34,Karachi,Easypaisa,4,Vivo V20,6/22/2023
2192,Friday,Apple,8,48072.1,Arooj Durrani,51,Islamabad,Bank Transfer,5,iPhone SE,6/23/2023
2193,Friday,OnePlus,4,41962.7,Tooba Rana,49,Sialkot,Cash,4,OnePlus 9,6/23/2023
2194,Friday,Samsung,1,33551.57,Tayyaba Tarar,40,Hyderabad,JazzCash,5,Galaxy Note 20,6/23/2023
2195,Saturday,Apple,6,27483.06,Aamir Gujjar,52,Karachi,Cash,4,iPhone 11,6/24/2023
2196,Saturday,Apple,1,59364.19,Aisha Nawaz,54,Hyderabad,Bank Transfer,1,iPhone 11,6/24/2023
2197,Saturday,Samsung,5,37084.46,Yasir Khoso,58,Islamabad,Credit Card,2,Galaxy S21,6/24/2023
2198,Saturday,Samsung,7,40086.85,Fahad Hashmi,54,Peshawar,Cash,2,Galaxy Note 20,6/24/2023
2199,Sunday,Vivo,6,41249.72,Amna Nawaz,50,Gujranwala,Easypaisa,2,Vivo Y51,6/25/2023
2200,Sunday,OnePlus,2,36902.02,Salman Hussain,42,Islamabad,Easypaisa,2,OnePlus Nord,6/25/2023
2201,Sunday,OnePlus,4,25365.31,Mohsin Khoso,54,Bahawalpur,JazzCash,4,OnePlus Nord,6/25/2023
2202,Monday,Samsung,2,17220.43,Mudassar Rana,57,Karachi,Credit Card,2,Galaxy Note 20,6/26/2023
2203,Monday,Xiaomi,1,15912.24,Mariam Butt,38,Karachi,Bank Transfer,4,Redmi 9,6/26/2023
2204,Monday,Apple,3,55447.75,Nadia Pasha,55,Hyderabad,Bank Transfer,1,iPhone 12,6/26/2023
2205,Monday,Apple,3,23411.67,Junaid Khan,57,Abbottabad,Credit Card,4,iPhone SE,6/26/2023
2206,Tuesday,Samsung,7,13340.37,Fozia Leghari,51,Sargodha,Cash,4,Galaxy A51,6/27/2023
2207,Tuesday,Xiaomi,1,57851.04,Nida Hussain,36,Karachi,Easypaisa,4,Redmi 9,6/27/2023
2208,Tuesday,Vivo,9,19243.7,Usman Butt,44,Karachi,Credit Card,4,Vivo S1,6/27/2023
2209,Wednesday,Samsung,6,47508.77,Fahad Chaudhry,26,Karachi,JazzCash,4,Galaxy S21,6/28/2023
2210,Wednesday,Samsung,4,30318.6,Atif Chaudhry,22,Islamabad,Cash,4,Galaxy A51,6/28/2023
2211,Wednesday,Apple,3,17588.82,Hafsa Iqbal,22,Islamabad,Bank Transfer,1,iPhone 11,6/28/2023
2212,Wednesday,Samsung,3,34868.86,Hamza Aslam,42,Sukkur,Cash,5,Galaxy A51,6/28/2023
2213,Thursday,Samsung,2,10888.53,Saima Zardari,43,Peshawar,Easypaisa,4,Galaxy A51,6/29/2023
2214,Thursday,Samsung,2,60462.7,Nimra Hussain,36,Hyderabad,Easypaisa,4,Galaxy Note 20,6/29/2023
2215,Thursday,Apple,5,40809.88,Sobia Tarar,47,Islamabad,Cash,4,iPhone 12,6/29/2023
2216,Friday,Vivo,9,18349.6,Sidra Raja,53,Sukkur,Easypaisa,2,Vivo Y51,6/30/2023
2217,Friday,Vivo,2,24218.82,Gulnaz Syed,33,Rawalpindi,Bank Transfer,2,Vivo Y51,6/30/2023
2218,Friday,Samsung,2,36878.51,Aroha Malik,24,Islamabad,Cash,1,Galaxy Note 20,6/30/2023
2219,Saturday,Apple,6,21332.16,Sajid Cheema,35,Sukkur,Bank Transfer,2,iPhone 11,7/1/2023
2220,Saturday,Vivo,2,26115.95,Kashif Tarar,38,Rawalpindi,Cash,5,Vivo S1,7/1/2023
2221,Saturday,Vivo,4,42063.13,Usman Bhatti,48,Islamabad,JazzCash,4,Vivo S1,7/1/2023
2222,Sunday,Vivo,6,59956.54,Uzma Ahmed,18,Islamabad,Easypaisa,1,Vivo S1,7/2/2023
2223,Sunday,Apple,5,34110.38,Javeria Siddiqui,20,Abbottabad,Credit Card,2,iPhone SE,7/2/2023
2224,Sunday,Apple,1,53018.52,Rabia Cheema,48,Gujranwala,Bank Transfer,2,iPhone 12,7/2/2023
2225,Sunday,Samsung,6,62601.05,Imran Paracha,42,Lahore,Cash,4,Galaxy A51,7/2/2023
2226,Monday,OnePlus,1,22978.06,Aqsa Malik,25,Rawalpindi,Easypaisa,1,OnePlus Nord,7/3/2023
2227,Monday,Vivo,3,58431.52,Hamza Ansari,18,Quetta,Cash,4,Vivo V20,7/3/2023
2228,Monday,OnePlus,5,55444.13,Adnan Abbasi,24,Multan,JazzCash,1,OnePlus 8T,7/3/2023
2229,Tuesday,Apple,5,31416.24,Atif Mengal,24,Mardan,Cash,2,iPhone SE,7/4/2023
2230,Tuesday,Apple,6,69371.2,Salman Raja,25,Islamabad,Cash,4,iPhone SE,7/4/2023
2231,Tuesday,Apple,8,25754.34,Javeria Butt,36,Peshawar,Bank Transfer,4,iPhone 11,7/4/2023
2232,Wednesday,OnePlus,5,25288.2,Sajid Tiwana,34,Peshawar,Easypaisa,5,OnePlus Nord,7/5/2023
2233,Wednesday,Apple,1,56335.55,Zubair Siddiqui,28,Karachi,Easypaisa,4,iPhone 11,7/5/2023
2234,Wednesday,Samsung,5,36079.44,Fatima Riaz,58,Mardan,Bank Transfer,1,Galaxy Note 20,7/5/2023
2235,Wednesday,Apple,3,29847.7,Naveed Butt,28,Islamabad,Easypaisa,5,iPhone 11,7/5/2023
2236,Thursday,Xiaomi,4,20719.77,Iqra Farooq,55,Rawalpindi,Credit Card,4,Redmi 9,7/6/2023
2237,Thursday,OnePlus,8,55919.95,Tayyaba Naqvi,58,Sargodha,Cash,4,OnePlus 8T,7/6/2023
2238,Thursday,Xiaomi,7,57179.31,Majid Khoso,19,Islamabad,Bank Transfer,5,Redmi 9,7/6/2023
2239,Thursday,Apple,5,43993.84,Kiran Baig,21,Lahore,Credit Card,2,iPhone 12,7/6/2023
2240,Friday,Samsung,2,67438.82,Umer Javed,45,Karachi,Cash,4,Galaxy Note 20,7/7/2023
2241,Friday,Vivo,6,29089.8,Saima Nawaz,50,Gujrat,Bank Transfer,4,Vivo S1,7/7/2023
2242,Friday,Apple,6,23177.14,Javeria Hashmi,28,Faisalabad,Easypaisa,2,iPhone 11,7/7/2023
2243,Saturday,Samsung,6,50648.01,Usman Pasha,20,Sahiwal,Bank Transfer,4,Galaxy A51,7/8/2023
2244,Saturday,OnePlus,9,55504.52,Sumera Gillani,57,Sahiwal,Bank Transfer,2,OnePlus Nord,7/8/2023
2245,Saturday,Xiaomi,8,23494.36,Aroha Malik,22,Karachi,Cash,2,Redmi Note 10,7/8/2023
2246,Sunday,Xiaomi,8,14596.65,Bushra Ahmed,38,Karachi,Cash,2,Mi 11,7/9/2023
2247,Sunday,Xiaomi,1,58630.99,Uzma Malik,39,Gujranwala,Cash,5,Redmi 9,7/9/2023
2248,Sunday,OnePlus,5,68590.12,Junaid Zardari,54,Sargodha,Credit Card,4,OnePlus 9,7/9/2023
2249,Sunday,Samsung,7,48680.34,Umer Abbasi,28,Rawalpindi,Easypaisa,2,Galaxy A51,7/9/2023
2250,Monday,OnePlus,6,26672.01,Amber Khoso,39,Sialkot,JazzCash,4,OnePlus Nord,7/10/2023
2251,Monday,Xiaomi,5,69800.36,Nida Aziz,58,Faisalabad,JazzCash,2,Redmi Note 10,7/10/2023
2252,Monday,Apple,8,63596,Shahid Talpur,30,Sargodha,Easypaisa,2,iPhone 11,7/10/2023
2253,Monday,Vivo,3,40802.84,Hafsa Iqbal,20,Peshawar,Bank Transfer,2,Vivo V20,7/10/2023
2254,Tuesday,OnePlus,6,59519.28,Noor Siddiqui,30,Islamabad,Cash,5,OnePlus 8T,7/11/2023
2255,Tuesday,OnePlus,5,58949.23,Shabana Durrani,45,Islamabad,Bank Transfer,2,OnePlus Nord,7/11/2023
2256,Tuesday,Samsung,8,66087.94,Tayyaba Wattoo,28,Karachi,Easypaisa,2,Galaxy A51,7/11/2023
2257,Tuesday,Samsung,4,60455.43,Amber Syed,28,Rawalpindi,Credit Card,2,Galaxy S21,7/11/2023
2258,Wednesday,OnePlus,8,48620.75,Hafsa Raja,38,Lahore,Credit Card,2,OnePlus 9,7/12/2023
2259,Wednesday,Xiaomi,2,46558.22,Kashif Aziz,38,Karachi,Easypaisa,2,Redmi Note 10,7/12/2023
2260,Wednesday,Vivo,9,38041.44,Kiran Aslam,24,Karachi,JazzCash,2,Vivo S1,7/12/2023
2261,Wednesday,Samsung,9,47589.14,Khalid Cheema,34,Gujranwala,Bank Transfer,4,Galaxy Note 20,7/12/2023
2262,Thursday,Xiaomi,6,57713,Rizwan Pasha,31,Bahawalpur,Credit Card,2,Redmi Note 10,7/13/2023
2263,Thursday,Apple,4,68142.26,Iqra Raza,50,Karachi,Bank Transfer,2,iPhone 11,7/13/2023
2264,Thursday,Samsung,4,38037.24,Tariq Ali,28,Gujrat,Credit Card,5,Galaxy S21,7/13/2023
2265,Thursday,Xiaomi,6,44419.19,Salman Cheema,30,Faisalabad,Easypaisa,2,Redmi Note 10,7/13/2023
2266,Friday,Xiaomi,5,36688.33,Hassan Wattoo,18,Sialkot,Easypaisa,5,Redmi Note 10,7/14/2023
2267,Friday,Vivo,6,50109.32,Sobia Talpur,51,Islamabad,Bank Transfer,3,Vivo V20,7/14/2023
2268,Friday,Vivo,7,47795.23,Faisal Sheikh,26,Karachi,Cash,5,Vivo S1,7/14/2023
2269,Saturday,Apple,7,11070.03,Razia Siddiqui,30,Abbottabad,Cash,3,iPhone SE,7/15/2023
2270,Saturday,Xiaomi,9,42469.69,Afshan Paracha,54,Islamabad,Credit Card,3,Redmi Note 10,7/15/2023
2271,Saturday,Xiaomi,8,15309.21,Bushra Chaudhry,47,Islamabad,Easypaisa,5,Redmi 9,7/15/2023
2272,Saturday,Vivo,6,11583.02,Mariam Javed,58,Islamabad,Credit Card,4,Vivo S1,7/15/2023
2273,Sunday,Samsung,6,57471.83,Tooba Baig,54,Sukkur,Easypaisa,5,Galaxy A51,7/16/2023
2274,Sunday,Samsung,5,25518.99,Omar Ahmed,24,Karachi,Credit Card,2,Galaxy A51,7/16/2023
2275,Sunday,OnePlus,1,30439.3,Iqra Tarar,31,Bahawalpur,Credit Card,5,OnePlus 8T,7/16/2023
2276,Monday,Vivo,9,13845.08,Majid Gondal,23,Bahawalpur,Credit Card,4,Vivo Y51,7/17/2023
2277,Monday,OnePlus,9,20770.02,Nasir Baig,51,Lahore,JazzCash,5,OnePlus Nord,7/17/2023
2278,Monday,Vivo,9,55936.29,Naveed Butt,33,Islamabad,Cash,4,Vivo Y51,7/17/2023
2279,Tuesday,Apple,8,39611.85,Laiba Khoso,54,Karachi,Easypaisa,2,iPhone 12,7/18/2023
2280,Tuesday,Xiaomi,3,62840.11,Bilal Tarar,53,Islamabad,Credit Card,2,Mi 11,7/18/2023
2281,Tuesday,Apple,1,33834.53,Gulnaz Riaz,23,Karachi,Cash,4,iPhone 12,7/18/2023
2282,Wednesday,Vivo,8,26122.04,Farhan Iqbal,25,Islamabad,Credit Card,4,Vivo Y51,7/19/2023
2283,Wednesday,Xiaomi,7,30855.99,Tooba Nawaz,41,Islamabad,Credit Card,4,Mi 11,7/19/2023
2284,Wednesday,Samsung,5,52766.31,Nida Khoso,20,Sheikhupura,Easypaisa,2,Galaxy S21,7/19/2023
2285,Wednesday,Samsung,7,43300.34,Zeeshan Lodhi,21,Sahiwal,Bank Transfer,3,Galaxy S21,7/19/2023
2286,Thursday,OnePlus,4,64251.47,Zainab Butt,49,Quetta,Credit Card,4,OnePlus Nord,7/20/2023
2287,Thursday,Vivo,9,46130.13,Rida Gillani,18,Sahiwal,Easypaisa,2,Vivo Y51,7/20/2023
2288,Thursday,Vivo,2,39581.09,Rida Gondal,51,Islamabad,Bank Transfer,2,Vivo V20,7/20/2023
2289,Friday,Samsung,9,57145.16,Muhammad Javed,26,Hyderabad,JazzCash,4,Galaxy A51,7/21/2023
2290,Friday,Apple,9,66852.03,Zaid Siddiqui,29,Faisalabad,Cash,3,iPhone 12,7/21/2023
2291,Friday,Xiaomi,5,31350.75,Arooj Ansari,27,Karachi,Cash,2,Redmi 9,7/21/2023
2292,Saturday,Apple,1,24992.57,Saad Hussain,27,Gujrat,Credit Card,2,iPhone SE,7/22/2023
2293,Saturday,Apple,7,46973.04,Fahad Ali,40,Abbottabad,Cash,3,iPhone 12,7/22/2023
2294,Saturday,Samsung,4,39932.37,Muhammad Leghari,23,Lahore,Easypaisa,2,Galaxy S21,7/22/2023
2295,Saturday,Samsung,9,69351.13,Yasmin Gondal,41,Bahawalpur,Easypaisa,3,Galaxy Note 20,7/22/2023
2296,Sunday,Samsung,6,37741.71,Nadia Gondal,41,Islamabad,Cash,5,Galaxy Note 20,7/23/2023
2297,Sunday,OnePlus,3,14459.89,Muhammad Bhutto,38,Karachi,Easypaisa,5,OnePlus Nord,7/23/2023
2298,Sunday,Apple,6,68642.14,Saima Qureshi,59,Islamabad,Easypaisa,5,iPhone 12,7/23/2023
2299,Monday,Vivo,6,60615.22,Hina Aziz,48,Islamabad,Credit Card,2,Vivo Y51,7/24/2023
2300,Monday,Xiaomi,5,20695.01,Furqan Baloch,58,Islamabad,Credit Card,5,Redmi 9,7/24/2023
2301,Monday,OnePlus,2,64276.32,Arooj Raza,47,Karachi,Easypaisa,2,OnePlus 8T,7/24/2023
2302,Tuesday,Vivo,2,30440.01,Waqas Gillani,51,Quetta,Cash,2,Vivo S1,7/25/2023
2303,Tuesday,Apple,7,32626.72,Faisal Tarar,35,Lahore,Easypaisa,5,iPhone 11,7/25/2023
2304,Tuesday,Samsung,2,64383.49,Sobia Durrani,29,Hyderabad,Bank Transfer,3,Galaxy S21,7/25/2023
2305,Tuesday,Apple,6,41806.93,Tahir Cheema,52,Islamabad,JazzCash,3,iPhone SE,7/25/2023
2306,Wednesday,Xiaomi,5,18265.78,Aqsa Malik,24,Islamabad,Bank Transfer,2,Redmi 9,7/26/2023
2307,Wednesday,OnePlus,4,32143.37,Ibrahim Javed,58,Islamabad,Credit Card,3,OnePlus 8T,7/26/2023
2308,Wednesday,OnePlus,7,53325.85,Faisal Butt,57,Islamabad,Cash,4,OnePlus 8T,7/26/2023
2309,Thursday,Xiaomi,8,20451.05,Madiha Farooq,42,Gujranwala,Easypaisa,3,Mi 11,7/27/2023
2310,Thursday,Vivo,4,45413.87,Usman Khan,23,Karachi,Cash,2,Vivo V20,7/27/2023
2311,Thursday,Vivo,1,51716.45,Nadia Mirza,18,Faisalabad,Cash,3,Vivo Y51,7/27/2023
2312,Friday,OnePlus,1,30631.21,Mohsin Durrani,33,Karachi,Cash,2,OnePlus 8T,7/28/2023
2313,Friday,OnePlus,1,51632.84,Nimra Khan,21,Faisalabad,Bank Transfer,3,OnePlus 9,7/28/2023
2314,Friday,Samsung,1,63052.44,Iqra Raja,46,Peshawar,Easypaisa,2,Galaxy Note 20,7/28/2023
2315,Saturday,Vivo,5,38327,Shazia Riaz,55,Quetta,Credit Card,4,Vivo V20,7/29/2023
2316,Saturday,Xiaomi,4,32974.56,Imran Bhatti,45,Multan,Cash,5,Redmi Note 10,7/29/2023
2317,Saturday,Vivo,9,25069.5,Nida Naqvi,39,Gujrat,Cash,4,Vivo Y51,7/29/2023
2318,Saturday,Samsung,3,46252.33,Bushra Syed,25,Islamabad,Bank Transfer,2,Galaxy S21,7/29/2023
2319,Sunday,OnePlus,7,62791.12,Ibrahim Mengal,49,Islamabad,Bank Transfer,4,OnePlus 8T,7/30/2023
2320,Sunday,OnePlus,8,29479.68,Hassan Farooq,50,Sialkot,Easypaisa,4,OnePlus 9,7/30/2023
2321,Sunday,Samsung,6,33774.13,Uzma Bhatti,30,Islamabad,Credit Card,2,Galaxy A51,7/30/2023
2322,Sunday,Xiaomi,1,34397.53,Yasmin Khattak,44,Karachi,Credit Card,2,Mi 11,7/30/2023
2323,Monday,OnePlus,8,43648.74,Adnan Talpur,35,Islamabad,Bank Transfer,5,OnePlus Nord,7/31/2023
2324,Monday,Apple,3,23704.54,Mudassar Talpur,35,Gujrat,Easypaisa,5,iPhone SE,7/31/2023
2325,Monday,OnePlus,8,59332.67,Razia Zardari,30,Peshawar,Cash,3,OnePlus Nord,7/31/2023
2326,Monday,Apple,4,27736.14,Hamza Ansari,39,Mardan,Easypaisa,2,iPhone SE,7/31/2023
2327,Tuesday,Samsung,8,52321.76,Hassan Sheikh,31,Bahawalpur,Credit Card,2,Galaxy Note 20,8/1/2023
2328,Tuesday,Samsung,1,40792.94,Muneeba Ahmed,28,Karachi,JazzCash,4,Galaxy S21,8/1/2023
2329,Tuesday,OnePlus,3,45153.86,Sajid Cheema,56,Karachi,Cash,4,OnePlus 8T,8/1/2023
2330,Wednesday,Vivo,6,20776.52,Talha Mirza,39,Islamabad,Cash,5,Vivo Y51,8/2/2023
2331,Wednesday,Apple,9,54101.39,Mohsin Hashmi,53,Bahawalpur,Credit Card,2,iPhone 12,8/2/2023
2332,Wednesday,Xiaomi,2,21317.23,Amna Paracha,34,Bahawalpur,Cash,2,Redmi 9,8/2/2023
2333,Thursday,OnePlus,1,16808.42,Rabia Farooq,49,Sialkot,Easypaisa,5,OnePlus 9,8/3/2023
2334,Thursday,Xiaomi,3,42800.77,Muneeba Naqvi,31,Islamabad,Credit Card,2,Redmi 9,8/3/2023
2335,Thursday,OnePlus,4,52557.83,Iqra Zardari,59,Sheikhupura,Credit Card,2,OnePlus 8T,8/3/2023
2336,Thursday,Vivo,5,13002.15,Gulnaz Riaz,46,Bahawalpur,Cash,4,Vivo V20,8/3/2023
2337,Friday,Vivo,3,14163.72,Usman Sheikh,23,Peshawar,Credit Card,4,Vivo V20,8/4/2023
2338,Friday,Vivo,2,58160.75,Hina Aziz,21,Islamabad,JazzCash,5,Vivo S1,8/4/2023
2339,Friday,Vivo,2,58541.96,Tariq Javed,28,Islamabad,Easypaisa,2,Vivo V20,8/4/2023
2340,Saturday,Samsung,7,24718.28,Omar Pasha,57,Islamabad,Credit Card,4,Galaxy Note 20,8/5/2023
2341,Saturday,Samsung,9,46913.69,Iqra Chaudhry,27,Rawalpindi,JazzCash,2,Galaxy S21,8/5/2023
2342,Saturday,Apple,2,36590.8,Bushra Ahmed,45,Lahore,Cash,5,iPhone 12,8/5/2023
2343,Sunday,Xiaomi,7,47961.76,Mehwish Ansari,28,Sialkot,Credit Card,3,Mi 11,8/6/2023
2344,Sunday,OnePlus,7,61772.76,Fatima Khattak,52,Islamabad,JazzCash,2,OnePlus Nord,8/6/2023
2345,Sunday,OnePlus,7,14791.39,Saad Butt,32,Sheikhupura,Cash,2,OnePlus 9,8/6/2023
2346,Sunday,Samsung,3,56679.07,Iqra Khattak,25,Mardan,Bank Transfer,5,Galaxy A51,8/6/2023
2347,Monday,OnePlus,7,39581.75,Hamza Siddiqui,37,Sukkur,Cash,3,OnePlus 9,8/7/2023
2348,Monday,Samsung,1,43847.62,Umer Abbasi,38,Bahawalpur,Easypaisa,4,Galaxy Note 20,8/7/2023
2349,Monday,Apple,1,49235.88,Rubina Hashmi,18,Islamabad,Credit Card,2,iPhone SE,8/7/2023
2350,Monday,Xiaomi,5,65357.39,Tahir Qureshi,46,Islamabad,Easypaisa,5,Redmi Note 10,8/7/2023
2351,Tuesday,Apple,2,13403.2,Faisal Ahmed,41,Islamabad,Easypaisa,2,iPhone SE,8/8/2023
2352,Tuesday,Vivo,9,11768.58,Shazia Riaz,47,Sahiwal,Credit Card,3,Vivo V20,8/8/2023
2353,Tuesday,Vivo,7,20695.71,Zara Riaz,57,Islamabad,Easypaisa,3,Vivo Y51,8/8/2023
2354,Wednesday,Vivo,4,69186.86,Ibrahim Rana,52,Sargodha,Easypaisa,2,Vivo Y51,8/9/2023
2355,Wednesday,Apple,4,52904.58,Kamran Syed,50,Karachi,Bank Transfer,2,iPhone 12,8/9/2023
2356,Wednesday,OnePlus,2,46878.47,Maryam Leghari,37,Hyderabad,Cash,2,OnePlus 9,8/9/2023
2357,Thursday,Xiaomi,5,12822.34,Mehwish Lodhi,33,Mardan,Easypaisa,3,Redmi 9,8/10/2023
2358,Thursday,Vivo,4,62746.61,Mehwish Baig,26,Quetta,Credit Card,2,Vivo V20,8/10/2023
2359,Thursday,Vivo,1,58765.41,Sajid Iqbal,48,Lahore,JazzCash,4,Vivo S1,8/10/2023
2360,Friday,Vivo,8,49888,Noor Durrani,34,Islamabad,Cash,3,Vivo V20,8/11/2023
2361,Friday,Xiaomi,3,30347.85,Sadia Leghari,48,Karachi,Easypaisa,2,Mi 11,8/11/2023
2362,Friday,Vivo,6,14230.3,Zaid Gondal,40,Abbottabad,Easypaisa,2,Vivo S1,8/11/2023
2363,Friday,Xiaomi,4,44802.31,Hamza Lodhi,23,Quetta,Credit Card,2,Redmi 9,8/11/2023
2364,Saturday,Vivo,9,53181.67,Aisha Malik,47,Mardan,Easypaisa,2,Vivo Y51,8/12/2023
2365,Saturday,Apple,7,15654.42,Ayesha Ahmed,24,Multan,Credit Card,3,iPhone SE,8/12/2023
2366,Saturday,Apple,9,48026.06,Razia Gillani,57,Gujrat,Easypaisa,2,iPhone 11,8/12/2023
2367,Saturday,Xiaomi,3,27181.96,Yasmin Aziz,59,Karachi,Easypaisa,3,Mi 11,8/12/2023
2368,Sunday,Apple,1,55854.65,Fahad Ali,28,Rawalpindi,Credit Card,2,iPhone 11,8/13/2023
2369,Sunday,Xiaomi,5,42376.95,Afshan Butt,51,Karachi,Cash,4,Redmi Note 10,8/13/2023
2370,Sunday,Apple,3,17742.21,Javeria Bhatti,29,Mardan,Bank Transfer,4,iPhone 11,8/13/2023
2371,Sunday,Apple,6,41591.17,Uzma Butt,44,Peshawar,Credit Card,4,iPhone SE,8/13/2023
2372,Monday,Xiaomi,8,33744.21,Uzma Bhatti,29,Bahawalpur,Cash,2,Redmi Note 10,8/14/2023
2373,Monday,OnePlus,4,20821.36,Nadia Pasha,30,Islamabad,Cash,2,OnePlus 8T,8/14/2023
2374,Monday,Apple,5,60490.94,Omar Mirza,25,Karachi,Credit Card,2,iPhone 11,8/14/2023
2375,Monday,Vivo,5,10661.71,Hassan Farooq,33,Mardan,Bank Transfer,3,Vivo Y51,8/14/2023
2376,Tuesday,OnePlus,4,28727.7,Saima Bhatti,46,Karachi,Credit Card,4,OnePlus Nord,8/15/2023
2377,Tuesday,Xiaomi,4,10755.7,Tahir Paracha,52,Quetta,Easypaisa,3,Redmi Note 10,8/15/2023
2378,Tuesday,OnePlus,4,15760.42,Razia Javed,46,Karachi,Easypaisa,2,OnePlus 9,8/15/2023
2379,Wednesday,Samsung,4,27825.77,Imran Nawaz,48,Karachi,Cash,5,Galaxy S21,8/16/2023
2380,Wednesday,Samsung,4,13256.27,Ahsan Paracha,30,Sialkot,Easypaisa,5,Galaxy A51,8/16/2023
2381,Wednesday,Apple,5,45797.83,Tayyaba Wattoo,29,Karachi,Bank Transfer,2,iPhone 11,8/16/2023
2382,Wednesday,Apple,2,15211.77,Yasir Durrani,19,Gujrat,Credit Card,2,iPhone 12,8/16/2023
2383,Thursday,Vivo,2,52102.82,Adnan Leghari,50,Sukkur,JazzCash,3,Vivo Y51,8/17/2023
2384,Thursday,OnePlus,9,13158.53,Irfan Hussain,25,Islamabad,Cash,2,OnePlus Nord,8/17/2023
2385,Thursday,Samsung,2,13558.53,Naveed Siddiqui,58,Karachi,Easypaisa,2,Galaxy S21,8/17/2023
2386,Thursday,Apple,6,28319.55,Shafiq Baig,57,Karachi,Easypaisa,5,iPhone SE,8/17/2023
2387,Friday,OnePlus,2,63794.29,Muneeba Rana,58,Bahawalpur,Credit Card,4,OnePlus 9,8/18/2023
2388,Friday,Apple,5,48483.59,Mehwish Lodhi,49,Multan,JazzCash,4,iPhone 12,8/18/2023
2389,Friday,Apple,4,56207.88,Saad Baig,55,Islamabad,Bank Transfer,2,iPhone 11,8/18/2023
2390,Friday,Samsung,7,18493.13,Ibrahim Mengal,45,Gujranwala,Credit Card,2,Galaxy A51,8/18/2023
2391,Saturday,Samsung,7,60047.53,Majid Tarar,32,Sargodha,Easypaisa,2,Galaxy S21,8/19/2023
2392,Saturday,Apple,6,10488.77,Kamran Baloch,40,Islamabad,Cash,5,iPhone 12,8/19/2023
2393,Saturday,Xiaomi,5,22783.44,Mariam Raza,41,Islamabad,Cash,2,Redmi 9,8/19/2023
2394,Saturday,Apple,1,46965.54,Faisal Ansari,30,Sargodha,Credit Card,2,iPhone 11,8/19/2023
2395,Sunday,Apple,3,32514.78,Sumera Nawaz,38,Sahiwal,Credit Card,5,iPhone SE,8/20/2023
2396,Sunday,Vivo,9,69051.6,Noor Hashmi,29,Bahawalpur,Credit Card,3,Vivo V20,8/20/2023
2397,Sunday,Vivo,1,11820.35,Shazia Gujjar,30,Islamabad,JazzCash,2,Vivo S1,8/20/2023
2398,Sunday,Vivo,5,69915.89,Iqra Khattak,56,Islamabad,Easypaisa,3,Vivo Y51,8/20/2023
2399,Monday,Xiaomi,2,47417.67,Adnan Khan,40,Lahore,Easypaisa,4,Mi 11,8/21/2023
2400,Monday,Xiaomi,4,43522.42,Tayyaba Rana,45,Islamabad,Credit Card,4,Mi 11,8/21/2023
2401,Monday,Apple,1,13570.75,Danish Chaudhry,31,Bahawalpur,Cash,5,iPhone 11,8/21/2023
2402,Tuesday,Vivo,3,26399.73,Samina Abbasi,34,Islamabad,Bank Transfer,2,Vivo Y51,8/22/2023
2403,Tuesday,Xiaomi,7,65479.76,Shazia Sheikh,41,Faisalabad,Credit Card,5,Mi 11,8/22/2023
2404,Tuesday,Samsung,3,31254.76,Rabia Farooq,51,Sheikhupura,JazzCash,2,Galaxy Note 20,8/22/2023
2405,Wednesday,Apple,4,49699.19,Majid Mirza,39,Multan,Credit Card,4,iPhone 12,8/23/2023
2406,Wednesday,OnePlus,2,69969.78,Mohsin Khoso,27,Gujrat,Bank Transfer,5,OnePlus Nord,8/23/2023
2407,Wednesday,Apple,3,25784.18,Maryam Kazmi,25,Sahiwal,Cash,5,iPhone 11,8/23/2023
2408,Wednesday,OnePlus,9,44564.85,Ibrahim Gillani,38,Rawalpindi,Cash,2,OnePlus Nord,8/23/2023
2409,Thursday,Vivo,3,51786.27,Yasir Syed,54,Islamabad,Cash,4,Vivo S1,8/24/2023
2410,Thursday,OnePlus,5,19877.63,Sohail Gondal,24,Islamabad,Cash,4,OnePlus 9,8/24/2023
2411,Thursday,Vivo,2,18920.35,Mariam Chaudhry,43,Karachi,Easypaisa,2,Vivo S1,8/24/2023
2412,Friday,Samsung,4,37378.47,Madiha Mengal,30,Gujranwala,Easypaisa,2,Galaxy A51,8/25/2023
2413,Friday,OnePlus,7,33148.75,Aisha Chaudhry,33,Peshawar,Bank Transfer,2,OnePlus 8T,8/25/2023
2414,Friday,Apple,7,52852.93,Laiba Lodhi,47,Sialkot,Credit Card,4,iPhone 11,8/25/2023
2415,Friday,Vivo,3,14170.53,Atif Aziz,48,Islamabad,Easypaisa,4,Vivo S1,8/25/2023
2416,Saturday,Apple,5,68330,Aisha Akhtar,22,Karachi,Credit Card,5,iPhone 11,8/26/2023
2417,Saturday,Xiaomi,1,10856.62,Noor Naqvi,49,Gujranwala,Bank Transfer,4,Redmi Note 10,8/26/2023
